job_id,verified_condition_id,run_id,proposer_pool,verified_stratum_id,unverified_stratum_id,unverified_stratum_basis,corpus,reference,buffer_m,frame_id,N,min_votes,prob_t,status,pairing_basis,blocked_reason,unverified_condition_id,unverified_detections_path,unverified_eval_path,union_path,crop_manifest_path,materialise_filter,reference_path,bounds_path,engine,output_dir,materialise_command,command,notes
pair::55maps-text-high-generalisation::verified-k4-standardised-gt,55maps-text-high-generalisation::verified-k4-standardised-gt,55maps-text-high-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-generalisation/crops/candidate_manifest.json --min-votes 4 --expect-consensus outputs/55maps-text-high-generalisation/consensus/consensus-4of5.geojson --output results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-standardised-gt/twin-4of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-standardised-gt/twin-4of5.geojson --student-gt results/deployment-oracle-2026-06-06/canonical-gt/standardised/student-mounds-55maps-standardised.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-standardised-gt --extension-csv results/deployment-oracle-2026-06-06/canonical-gt/standardised/extension-mounds-standardised.csv,twin materialised from the verifier stage's own crop manifest (outputs/55maps-text-high-generalisation/crops/candidate_manifest.json) to carry source_tile
pair::55maps-text-high-generalisation::verified-k3-standardised-gt,55maps-text-high-generalisation::verified-k3-standardised-gt,55maps-text-high-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-standardised-gt/twin-3of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-standardised-gt/twin-3of5.geojson --student-gt results/deployment-oracle-2026-06-06/canonical-gt/standardised/student-mounds-55maps-standardised.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-standardised-gt --extension-csv results/deployment-oracle-2026-06-06/canonical-gt/standardised/extension-mounds-standardised.csv,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9205) and the committed increment at votes 3-3 (4367). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13572 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-generalisation::verified-k4-r2-gt,55maps-text-high-generalisation::verified-k4-r2-gt,55maps-text-high-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-r2-gt,,python scripts/evaluate_detections.py --detections outputs/55maps-text-high-generalisation/consensus/consensus-4of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k4-r2-gt --label 55maps-text-high-generalisation__verified-k4-r2-gt-unverified,
pair::55maps-text-high-generalisation::verified-k3-r2-gt,55maps-text-high-generalisation::verified-k3-r2-gt,55maps-text-high-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-r2-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-r2-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-r2-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-generalisation__verified-k3-r2-gt --label 55maps-text-high-generalisation__verified-k3-r2-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9205) and the committed increment at votes 3-3 (4367). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13572 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-t0-3-generalisation::verified,55maps-text-high-t0-3-generalisation::verified,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|student|50m|55maps-8541,55-map|student|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,student,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified,,python scripts/evaluate_detections.py --detections outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson --ground-truth inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified --label 55maps-text-high-t0-3-generalisation__verified-unverified,
pair::55maps-text-high-t0-3-generalisation::verified-k4-canonical-gt,55maps-text-high-t0-3-generalisation::verified-k4-canonical-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-canonical-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 4 --expect-consensus outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-canonical-gt/twin-4of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-canonical-gt/twin-4of5.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-canonical-gt --review-yesterday results/55maps-extended-gt-2026-06-07/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,twin materialised from the verifier stage's own crop manifest (outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json) to carry source_tile
pair::55maps-text-high-t0-3-generalisation::verified-k3-canonical-gt,55maps-text-high-t0-3-generalisation::verified-k3-canonical-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-canonical-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-canonical-gt/twin-3of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-canonical-gt/twin-3of5.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-canonical-gt --review-yesterday results/55maps-extended-gt-2026-06-07/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9910) and the committed increment at votes 3-3 (4035). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13945 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-t0-3-generalisation::verified-k4-standardised-gt,55maps-text-high-t0-3-generalisation::verified-k4-standardised-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 4 --expect-consensus outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-standardised-gt/twin-4of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-standardised-gt/twin-4of5.geojson --student-gt results/deployment-oracle-2026-06-06/canonical-gt/standardised/student-mounds-55maps-standardised.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-standardised-gt --extension-csv results/deployment-oracle-2026-06-06/canonical-gt/standardised/extension-mounds-standardised.csv,twin materialised from the verifier stage's own crop manifest (outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json) to carry source_tile
pair::55maps-text-high-t0-3-generalisation::verified-k3-standardised-gt,55maps-text-high-t0-3-generalisation::verified-k3-standardised-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-standardised-gt/twin-3of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-standardised-gt/twin-3of5.geojson --student-gt results/deployment-oracle-2026-06-06/canonical-gt/standardised/student-mounds-55maps-standardised.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-standardised-gt --extension-csv results/deployment-oracle-2026-06-06/canonical-gt/standardised/extension-mounds-standardised.csv,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9910) and the committed increment at votes 3-3 (4035). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13945 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-t0-3-generalisation::verified-oracle-p0.20-k3-standardised-gt,55maps-text-high-t0-3-generalisation::verified-oracle-p0.20-k3-standardised-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|standardised|50m|55maps-8541,55-map|standardised|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,standardised,50,55maps-8541,5,3,0.2,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-standardised-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-standardised-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-standardised-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-standardised-gt --label 55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-standardised-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9910) and the committed increment at votes 3-3 (4035). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13945 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-t0-3-generalisation::verified-k4-r2-gt,55maps-text-high-t0-3-generalisation::verified-k4-r2-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-r2-gt,,python scripts/evaluate_detections.py --detections outputs/55maps-text-high-t0.3-generalisation/consensus/consensus-4of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k4-r2-gt --label 55maps-text-high-t0-3-generalisation__verified-k4-r2-gt-unverified,
pair::55maps-text-high-t0-3-generalisation::verified-k3-r2-gt,55maps-text-high-t0-3-generalisation::verified-k3-r2-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,3,0.15,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-r2-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-r2-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-r2-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-k3-r2-gt --label 55maps-text-high-t0-3-generalisation__verified-k3-r2-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9910) and the committed increment at votes 3-3 (4035). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13945 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-high-t0-3-generalisation::verified-oracle-p0.20-k3-r2-gt,55maps-text-high-t0-3-generalisation::verified-oracle-p0.20-k3-r2-gt,55maps-text-high-t0-3-generalisation,detect_brief-text,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,3,0.2,ready-after-materialise,shell-manifests,,,,,,outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json,vote_count >= 3,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-r2-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --crop-manifest results/deployment-oracle-2026-06-06/vote3-verify/55maps-text-high-t0.3-generalisation/crops/candidate_manifest.json --min-votes 3 --output results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-r2-gt/twin-3of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-r2-gt/twin-3of5.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-r2-gt --label 55maps-text-high-t0-3-generalisation__verified-oracle-p0_20-k3-r2-gt-unverified,"the run's candidate universe is recorded in two files: the base manifest at votes 4-5 (9910) and the committed increment at votes 3-3 (4035). The shells are disjoint and join into an unbroken range reaching k = 3, so the twin is their union at vote >= 3 (13945 candidates); the same join scripts/final_board_sweeps.py makes and gates for this run's sweep space"
pair::55maps-text-min-generalisation::verified,55maps-text-min-generalisation::verified,55maps-text-min-generalisation,detect_brief-text,55-map|student|50m|55maps-8541,55-map|student|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,student,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified,,python scripts/evaluate_detections.py --detections outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson --ground-truth inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified --label 55maps-text-min-generalisation__verified-unverified,
pair::55maps-text-min-generalisation::verified-k4-canonical-gt,55maps-text-min-generalisation::verified-k4-canonical-gt,55maps-text-min-generalisation,detect_brief-text,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,5,4,,ready,consensus-file,,,outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson,,,,,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-canonical-gt,python scripts/materialise_pairing_twin.py --crop-manifest outputs/55maps-text-min-generalisation/crops/candidate_manifest.json --min-votes 4 --expect-consensus outputs/55maps-text-min-generalisation/consensus/consensus-4of5.geojson --output results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-canonical-gt/twin-4of5.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-canonical-gt/twin-4of5.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/55maps-text-min-generalisation__verified-k4-canonical-gt --review-yesterday results/55maps-extended-gt-2026-06-07/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,twin materialised from the verifier stage's own crop manifest (outputs/55maps-text-min-generalisation/crops/candidate_manifest.json) to carry source_tile
