condition_id,run_id,label,proposer_pool,architecture,aggregation,derived_modality,derivation_basis,from_transmitted_configuration,routes_disagree,register_pool_modality,register_verifier_modality,passes_manifest_modality,pool_token,label_token,board_membership_track,board_opmax_track,board_opmax_modality,n_mismatches
retest-phase3a-high::text-high-t1.0-n10-8of10,retest-phase3a-high,text-high-t1.0-n10-8of10,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t1.0-n30-23of30,retest-phase3a-high,text-high-t1.0-n30-23of30,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::verified-adv-text-high-t1.0-n30-23of30,retest-phase3a-high,verified-adv-text-high-t1.0-n30-23of30,text-high-t1.0-n30-23of30,proposer-verifier,verified,text,pool-name-token,False,False,,,,text,text,,,,0
retest-phase3a-replication::text-high-t0.7-n5-4of5,retest-phase3a-replication,text-high-t0.7-n5-4of5,high,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3a-replication::text-high-t0.7-n10-8of10,retest-phase3a-replication,text-high-t0.7-n10-8of10,high,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3a-replication::text-high-t0.7-n30-21of30,retest-phase3a-replication,text-high-t0.7-n30-21of30,high,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3a-replication::text-minimal-t0.7-n5-4of5,retest-phase3a-replication,text-minimal-t0.7-n5-4of5,minimal,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3a-replication::text-minimal-t0.7-n10-8of10,retest-phase3a-replication,text-minimal-t0.7-n10-8of10,minimal,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3a-replication::text-minimal-t0.7-n30-25of30,retest-phase3a-replication,text-minimal-t0.7-n30-25of30,minimal,consensus,consensus,text,pass-metadata,True,False,text,,text,,text,,,,0
retest-phase3c::image-h9-a-diversity-3of5,retest-phase3c,image-h9-a-diversity-3of5,track1-image-h9-a-diversity,consensus,consensus,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3c::image-h9-b-diversity-3of5,retest-phase3c,image-h9-b-diversity-3of5,track1-image-h9-b-diversity,consensus,consensus,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3c::image-h9-c-diversity-3of5,retest-phase3c,image-h9-c-diversity-3of5,track1-image-h9-c-diversity,consensus,consensus,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3c::image-h9-d-diversity-3of5,retest-phase3c,image-h9-d-diversity-3of5,track1-image-h9-d-diversity,consensus,consensus,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3c::image-h9-e-diversity-3of5,retest-phase3c,image-h9-e-diversity-3of5,track1-image-h9-e-diversity,consensus,consensus,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3c::text-h9-a-diversity-4of5,retest-phase3c,text-h9-a-diversity-4of5,track2-text-h9-a-diversity,consensus,consensus,text,pool-name-token,False,False,,,,text,text,,,,0
retest-phase3c::text-h9-b-diversity-4of5,retest-phase3c,text-h9-b-diversity-4of5,track2-text-h9-b-diversity,consensus,consensus,text,pool-name-token,False,False,,,,text,text,,,,0
retest-phase3c::text-h9-d-diversity-4of5,retest-phase3c,text-h9-d-diversity-4of5,track2-text-h9-d-diversity,consensus,consensus,text,pool-name-token,False,False,,,,text,text,,,,0
retest-phase3c::text-h9-e-diversity-4of5,retest-phase3c,text-h9-e-diversity-4of5,track2-text-h9-e-diversity,consensus,consensus,text,pool-name-token,False,False,,,,text,text,,,,0
retest-h11-single-pass-384-t0::single-pass-run_1,retest-h11-single-pass-384-t0,single-pass-run_1,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_2,retest-h11-single-pass-384-t0,single-pass-run_2,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_3,retest-h11-single-pass-384-t0,single-pass-run_3,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_4,retest-h11-single-pass-384-t0,single-pass-run_4,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_5,retest-h11-single-pass-384-t0,single-pass-run_5,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_6,retest-h11-single-pass-384-t0,single-pass-run_6,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_7,retest-h11-single-pass-384-t0,single-pass-run_7,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_8,retest-h11-single-pass-384-t0,single-pass-run_8,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_9,retest-h11-single-pass-384-t0,single-pass-run_9,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::single-pass-run_10,retest-h11-single-pass-384-t0,single-pass-run_10,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,,,,,0
retest-h11-single-pass-384-t0::baseline-flash-text-minimal-t-0-0,retest-h11-single-pass-384-t0,baseline-flash-text-minimal-t-0-0,brief-text-t0,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
verifier-t-pilot::verified-t0-0,verifier-t-pilot,verified-t0-0,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
verifier-t-pilot::verified-t0-5,verifier-t-pilot,verified-t0-5,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,text,,text,,text,,,0
verifier-t-pilot::verified-t1-0,verifier-t-pilot,verified-t1-0,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,text,,text,,text,,,0
verifier-t-pilot::verified-t0-0-era2b,verifier-t-pilot,verified-t0-0-era2b,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
verifier-t-pilot::verified-t0-5-era2b,verifier-t-pilot,verified-t0-5-era2b,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,text,,text,,,,,0
verifier-t-pilot::verified-t1-0-era2b,verifier-t-pilot,verified-t1-0-era2b,detect_brief-text,proposer-verifier,verified,text,config-file,True,False,,text,,text,,,,,0
verifier-robustness::verified-384-union-t0-0-n5,verifier-robustness,verified-384-union-t0-0-n5,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-256-union-t0-0-n5,verifier-robustness,verified-256-union-t0-0-n5,text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-256-ge3of5-t0-3-n5,verifier-robustness,verified-256-ge3of5-t0-3-n5,text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-ge3of5-t0-3-n5,verifier-robustness,verified-384-ge3of5-t0-3-n5,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-384-ge3of5-t0-7-n5,verifier-robustness,verified-384-ge3of5-t0-7-n5,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-384-ge3of5-t0-3-high-n5,verifier-robustness,verified-384-ge3of5-t0-3-high-n5,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-384-ge3of5-t0-7-high-n5,verifier-robustness,verified-384-ge3of5-t0-7-high-n5,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-384-16of30-t0-3-n5-opmax,verifier-robustness,verified-384-16of30-t0-3-n5-opmax,flash-high-text-consensus-16of30,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,text,,,0
verifier-robustness::verified-384-16of30-t0-3-n5-opmax-era2b,verifier-robustness,verified-384-16of30-t0-3-n5-opmax-era2b,flash-high-text-consensus-16of30,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-ge3of5-t0-3-high-n5-era2b,verifier-robustness,verified-384-ge3of5-t0-3-high-n5-era2b,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-ge3of5-t0-3-n5-era2b,verifier-robustness,verified-384-ge3of5-t0-3-n5-era2b,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-ge3of5-t0-7-high-n5-era2b,verifier-robustness,verified-384-ge3of5-t0-7-high-n5-era2b,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-ge3of5-t0-7-n5-era2b,verifier-robustness,verified-384-ge3of5-t0-7-n5-era2b,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
verifier-robustness::verified-384-union-t0-0-n5-era2b,verifier-robustness,verified-384-union-t0-0-n5-era2b,flash-high-text-1of5,proposer-verifier,verified,text,pool-name-token,False,False,,text,,text,,,,,0
flash35-pv-2x2::f35prop-bare-10of10,flash35-pv-2x2,f35prop-bare-10of10,flash35-min-text-1of10,consensus,consensus,text,pass-metadata,True,False,text,,text,text,,,,,0
flash35-pv-2x2::f35prop-f3vf-4of10,flash35-pv-2x2,f35prop-f3vf-4of10,flash35-min-text-1of10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,text,,,0
flash35-pv-2x2::f35prop-f35vf-4of10,flash35-pv-2x2,f35prop-f35vf-4of10,flash35-min-text-1of10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,text,,,0
flash35-pv-2x2::f3prop-f35vf-6of10,flash35-pv-2x2,f3prop-f35vf-6of10,f3-min-text-1of10,proposer-verifier,verified,text,register,False,False,text,,,text,,text,,,0
flash35-pv-2x2::f35prop-f35vf-4of10-era2b,flash35-pv-2x2,f35prop-f35vf-4of10-era2b,flash35-min-text-1of10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,,,,0
flash35-pv-2x2::f35prop-f3vf-4of10-era2b,flash35-pv-2x2,f35prop-f3vf-4of10-era2b,flash35-min-text-1of10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,,,,0
flash35-pv-2x2::f3prop-f35vf-6of10-era2b,flash35-pv-2x2,f3prop-f35vf-6of10-era2b,f3-min-text-1of10,proposer-verifier,verified,text,register,False,False,text,,,text,,,,,0
55maps-text-min-n10-uplift::verified-5of10-canonical-gt,55maps-text-min-n10-uplift,verified-5of10-canonical-gt,detect_brief-text-min-n10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,,,,0
55maps-text-min-n10-uplift::verified-5of10-standardised-gt,55maps-text-min-n10-uplift,verified-5of10-standardised-gt,detect_brief-text-min-n10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,,,,0
55maps-text-min-n10-uplift::verified-5of10-r2-gt,55maps-text-min-n10-uplift,verified-5of10-r2-gt,detect_brief-text-min-n10,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,,,,,0
grid-2026-08-18::g512-ov064-k10-c1-k8,grid-2026-08-18,g512-ov064-k10-c1-k8,brief-text,consensus,consensus,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g512-ov256-k10-c2-k8,grid-2026-08-18,g512-ov256-k10-c2-k8,brief-text,consensus,consensus,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov048-k10-c1-k10,grid-2026-08-18,g384-ov048-k10-c1-k10,brief-text,consensus,consensus,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov192-k10-c2-k10,grid-2026-08-18,g384-ov192-k10-c2-k10,brief-text,consensus,consensus,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g512-ov064-k10-verified-p0.15-k5,grid-2026-08-18,g512-ov064-k10-verified-p0.15-k5,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g512-ov256-k10-verified-p0.15-k9,grid-2026-08-18,g512-ov256-k10-verified-p0.15-k9,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov048-k10-verified-p0.20-k7,grid-2026-08-18,g384-ov048-k10-verified-p0.20-k7,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov192-k10-verified-p0.15-k10,grid-2026-08-18,g384-ov192-k10-verified-p0.15-k10,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
grid-2026-08-18::g384-ov192-k10-verified37-p0.98-k10,grid-2026-08-18,g384-ov192-k10-verified37-p0.98-k10,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
grid-2026-08-18::g384-ov192-k10-verified-p0.15-k10-era2b,grid-2026-08-18,g384-ov192-k10-verified-p0.15-k10-era2b,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov192-k10-verified37-p0.98-k10-era2b,grid-2026-08-18,g384-ov192-k10-verified37-p0.98-k10-era2b,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,,,,0
grid-2026-08-18::g384-ov192-k1-verified-opmax,grid-2026-08-18,g384-ov192-k1-verified-opmax,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
grid-2026-08-18::g384-ov192-k1-verified-p0.15-k1,grid-2026-08-18,g384-ov192-k1-verified-p0.15-k1,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
grid-2026-08-18::g384-ov192-k3-verified-opmax,grid-2026-08-18,g384-ov192-k3-verified-opmax,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
grid-2026-08-18::g384-ov192-k5-verified-opmax,grid-2026-08-18,g384-ov192-k5-verified-opmax,brief-text,proposer-verifier,verified,text,config-file,True,False,,,,text,,text,,,0
h13::arm-a-overlap-12-5,h13,arm-a-overlap-12-5,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
h13::arm-b-overlap-25,h13,arm-b-overlap-25,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
h13::arm-c-overlap-50,h13,arm-c-overlap-50,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
h13::arm-a-native-12-5,h13,arm-a-native-12-5,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
h13::arm-b-native-25,h13,arm-b-native-25,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
h13::arm-c-native-50,h13,arm-c-native-50,brief-text,single-pass,none,text,config-file,True,False,,,,text,,,,,0
stride-phaseb-2026-08-25::g512-ov176-k10-verified-p0.15-k6,stride-phaseb-2026-08-25,g512-ov176-k10-verified-p0.15-k6,g512_ov176,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g384-ov128-k10-verified-p0.15-k8,stride-phaseb-2026-08-25,g384-ov128-k10-verified-p0.15-k8,g384_ov128,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g256-ov064-k10-verified-p0.15-k8,stride-phaseb-2026-08-25,g256-ov064-k10-verified-p0.15-k8,g256_ov064,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g512-ov320-k10-verified-p0.15-k10,stride-phaseb-2026-08-25,g512-ov320-k10-verified-p0.15-k10,g512_ov320,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g384-ov128-ladder-n1-verified-p0.15-k1,stride-phaseb-2026-08-25,g384-ov128-ladder-n1-verified-p0.15-k1,g384_ov128,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g384-ov128-ladder-n3-verified-p0.15-k3,stride-phaseb-2026-08-25,g384-ov128-ladder-n3-verified-p0.15-k3,g384_ov128,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phaseb-2026-08-25::g384-ov128-ladder-n5-verified-p0.15-k4,stride-phaseb-2026-08-25,g384-ov128-ladder-n5-verified-p0.15-k4,g384_ov128,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-phasec-2026-08-25::g384-ov240-k10-verified-p0.15-k10,stride-phasec-2026-08-25,g384-ov240-k10-verified-p0.15-k10,g384_ov240,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-verified-carried-p0.15-k8-canonical-gt,stride-55map-2026-08-25,g384-ov128-55map-verified-carried-p0.15-k8-canonical-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-verified-oracle-p0.15-k7-canonical-gt,stride-55map-2026-08-25,g384-ov128-55map-verified-oracle-p0.15-k7-canonical-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-verified-carried-p0.15-k10-canonical-gt,stride-55map-2026-08-25,g384-ov192-55map-verified-carried-p0.15-k10-canonical-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-verified-oracle-p0.20-k9-canonical-gt,stride-55map-2026-08-25,g384-ov192-55map-verified-oracle-p0.20-k9-canonical-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n10-oracle-p0.15-k7-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n10-oracle-p0.15-k7-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n10-carried-p0.15-k8-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n10-carried-p0.15-k8-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n1-oracle-p0.20-k1-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n1-oracle-p0.20-k1-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n3-oracle-p0.20-k2-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n3-oracle-p0.20-k2-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n5-oracle-p0.15-k4-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n5-oracle-p0.15-k4-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n5-carried-p0.15-k4-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n5-carried-p0.15-k4-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-oracle-p0.20-k9-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-oracle-p0.20-k9-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-carried-p0.15-k10-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-carried-p0.15-k10-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n1-oracle-p0.20-k1-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n1-oracle-p0.20-k1-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n3-oracle-p0.20-k3-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n3-oracle-p0.20-k3-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n5-oracle-p0.20-k5-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n5-oracle-p0.20-k5-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n5-carried-p0.15-k5-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n3-carried-posthoc-p0.15-k3-standardised-gt,stride-55map-2026-08-25,g384-ov128-55map-n3-carried-posthoc-p0.15-k3-standardised-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n3-carried-posthoc-p0.15-k3-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-n3-carried-posthoc-p0.15-k3-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-k10-verified37-p0.98-k10-canonical-gt,stride-55map-2026-08-25,g384-ov192-55map-k10-verified37-p0.98-k10-canonical-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-k10-verified37-p0.98-k10-standardised-gt,stride-55map-2026-08-25,g384-ov192-55map-k10-verified37-p0.98-k10-standardised-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n10-oracle-p0.15-k7-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n10-oracle-p0.15-k7-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n10-carried-p0.15-k8-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n10-carried-p0.15-k8-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n1-oracle-p0.20-k1-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n1-oracle-p0.20-k1-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n3-oracle-p0.20-k2-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n3-oracle-p0.20-k2-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n5-oracle-p0.15-k4-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n5-oracle-p0.15-k4-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n5-carried-p0.15-k4-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n5-carried-p0.15-k4-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-oracle-p0.20-k9-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-oracle-p0.20-k9-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-carried-p0.15-k10-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-carried-p0.15-k10-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n1-oracle-p0.20-k1-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n1-oracle-p0.20-k1-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n3-oracle-p0.20-k3-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n3-oracle-p0.20-k3-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n5-oracle-p0.20-k5-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n5-oracle-p0.20-k5-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n5-carried-p0.15-k5-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-oracle-p0.96-k9-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-verified37-oracle-p0.96-k9-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-carried-p0.98-k10-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n10-verified37-carried-p0.98-k10-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n1-verified37-oracle-p0.96-k1-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n1-verified37-oracle-p0.96-k1-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n3-verified37-oracle-p0.96-k3-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n3-verified37-oracle-p0.96-k3-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov128-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25,g384-ov128-55map-n3-carried-posthoc-p0.15-k3-r2-gt,g384_ov128_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25,g384-ov192-55map-n3-carried-posthoc-p0.15-k3-r2-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-canonical-gt,stride-55map-2026-08-25,g384-ov192-55map-n5-carried-p0.15-k5-canonical-gt,g384_ov192_55map,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,,,,,,0
